Qual.,Player,Team,POS,BA,OBP,SLG,OPS,GP,PA,AB,R,H,2B,3B,HR,RBI,HBP,BB,K,SB,CS
0,Stevie Meade,Illinois,LF,0.28,0.314,0.427,0.741,52,188,164,25,46,10,1,4,28,2,7,21,8,2
0,Delainey Bryant,Illinois State,SS,0.324,0.39,0.607,0.997,50,165,145,37,47,10,5,7,29,2,15,25,9,2
0,Abby Knight,Illinois State,1B,0.29,0.351,0.435,0.786,48,148,131,23,38,7,0,4,31,3,11,18,2,0
0,Jojo Santiago,Illinois-Chicago,2B,0.207,0.211,0.279,0.49,42,120,111,11,23,3,1,1,11,0,1,25,3,0
0,Grace Fleming,Illinois-Chicago,CF,0.227,0.238,0.319,0.557,44,145,141,19,32,7,0,2,14,0,2,26,1,0
0,Taylor Minnick,Indiana,LF,0.303,0.415,0.535,0.951,38,119,99,18,30,8,0,5,24,4,15,7,5,1
0,Brianna Copeland,Indiana,1B,0.278,0.344,0.574,0.918,39,128,115,20,32,6,2,8,27,4,8,31,8,1
0,Brianna Bailey,Iona,SS,0.207,0.329,0.264,0.593,45,144,121,12,25,5,1,0,6,3,19,29,6,2
0,Madison Bratek,Jacksonville,LF,0.27,0.36,0.32,0.68,43,117,100,16,27,2,0,1,6,1,13,11,11,2
0,Logan Keith,Jacksonville,CF,0.2,0.263,0.257,0.52,42,115,105,8,21,3,0,1,10,1,8,15,5,1
0,Joely Leguizamon,Jacksonville,2B,0.268,0.317,0.423,0.74,38,108,97,15,26,2,2,3,8,0,7,22,7,0
0,Brantly Bonds,Jacksonville State,2B,0.243,0.324,0.421,0.745,54,178,152,23,37,7,1,6,29,7,12,25,4,0
0,Abbi Perkins,Jacksonville State,C,0.232,0.384,0.304,0.688,52,162,125,22,29,3,0,2,12,15,17,31,3,0
0,Hannah Buffington,Jacksonville State,RF,0.244,0.354,0.378,0.732,42,96,82,7,20,2,0,3,14,1,13,21,2,0
0,Jasmine Hall,James Madison,2B,0.362,0.434,0.67,1.104,35,109,94,27,34,6,1,7,19,2,10,15,1,0
0,Ty Hardeman,Kennesaw State,2B,0.203,0.314,0.271,0.585,51,157,133,28,27,2,2,1,16,5,17,41,7,0
0,Isabella Galloway,Kennesaw State,C,0.261,0.297,0.315,0.612,43,120,111,15,29,6,0,0,10,0,6,22,1,0
0,Savannah Wing,Kent State,RF,0.272,0.375,0.342,0.717,47,137,114,15,31,5,0,1,14,7,13,16,1,0
0,Taylor Ebbs,Kentucky,1B,0.298,0.366,0.618,0.984,53,147,131,21,39,10,1,10,30,0,14,16,0,0
0,Harlie Bickett,Lafayette,SS,0.272,0.335,0.333,0.669,45,162,147,23,40,7,1,0,14,7,7,28,5,2
0,Kaya Ciccone-Cozart,Lafayette,1B,0.21,0.304,0.319,0.623,43,136,119,9,25,4,0,3,16,2,14,38,0,0
0,Rory Dudley,Lehigh,1B,0.232,0.252,0.345,0.597,48,147,142,22,33,8,1,2,17,0,4,21,4,0
0,Jacquelyn Bickar,Long Beach State,2B,0.27,0.359,0.36,0.72,50,133,111,31,30,3,2,1,16,4,12,16,5,3
0,Marissa Caballero,Long Beach State,SS,0.242,0.281,0.3,0.581,51,131,120,18,29,5,1,0,15,3,4,11,0,0
0,Jaden Pone,Longwood,LF,0.416,0.445,0.474,0.919,56,203,190,36,79,3,4,0,15,3,7,21,26,9
0,Korynna Anderson,Longwood,3B,0.273,0.342,0.424,0.766,52,156,139,17,38,6,0,5,20,7,8,22,3,2
0,Katelin Cooper,Louisiana Tech,LF,0.289,0.435,0.447,0.882,57,201,159,33,46,9,5,2,26,13,28,39,13,1
0,Sierra Sacco,Louisiana Tech,CF,0.441,0.535,0.511,1.046,59,226,188,54,83,7,3,0,21,2,36,40,28,5
0,Dylann Cravens,Louisville,2B,0.242,0.336,0.354,0.69,41,115,99,19,24,5,0,2,15,2,12,18,1,0
0,Ally Alexander,Louisville,SS,0.254,0.39,0.36,0.75,48,142,114,23,29,6,0,2,12,6,20,27,3,1
0,Korbe Otis,Louisville,CF,0.289,0.333,0.476,0.809,52,182,166,31,48,10,3,5,30,0,11,14,6,3
0,Haley Wallace,Loyola Chicago,2B,0.246,0.363,0.344,0.707,47,148,122,14,30,3,0,3,19,8,15,32,9,4
0,Sydney Poole,Loyola Marymount,RF,0.363,0.422,0.411,0.832,54,188,168,46,61,3,1,1,8,0,17,37,27,5
0,Gabby Papushka,Maine,DP,0.27,0.287,0.489,0.776,42,143,137,22,37,12,0,6,27,0,4,40,0,1
0,Maddie Gore,Marist,1B,0.14,0.211,0.202,0.413,45,131,114,11,16,4,0,1,17,3,8,32,2,2
0,Lauren Love,Marshall,LF,0.3,0.374,0.508,0.882,43,144,120,26,36,10,0,5,33,3,13,10,1,0
0,Josie Willingham,McNeese,SS,0.261,0.312,0.363,0.675,58,176,157,28,41,7,3,1,18,1,12,21,12,1
0,Crislyne Moreno,McNeese,1B,0.355,0.436,0.511,0.947,51,166,141,25,50,11,1,3,40,4,18,32,15,2
0,Kendall Talley,McNeese,LF,0.345,0.42,0.506,0.926,59,202,174,53,60,13,3,3,29,5,19,14,21,5
0,Reese Reyna,McNeese,2B,0.27,0.369,0.372,0.741,55,161,137,26,37,6,1,2,17,9,13,26,15,2
0,Tori Hedgecock,Mercer,3B,0.232,0.384,0.354,0.738,47,127,99,12,23,6,0,2,12,1,24,31,0,0
0,Grace Prom,Mercer,LF,0.198,0.388,0.297,0.685,43,121,91,8,18,4,1,1,7,15,14,19,0,0
0,Chloe Parks,Miami (OH),2B,0.348,0.4,0.576,0.976,49,145,132,34,46,10,4,4,19,4,8,12,2,2
0,Maggie Murphy,Miami (OH),LF,0.331,0.376,0.6,0.976,47,142,130,16,43,8,0,9,32,2,8,11,0,0
0,Ellie Sieler,Michigan,LF,0.24,0.295,0.306,0.601,46,135,121,13,29,5,0,1,10,2,8,18,4,2
0,Ella McVey,Michigan,SS,0.257,0.362,0.294,0.656,54,130,109,23,28,4,0,0,3,2,16,18,5,0
0,Annabelle Widra,Michigan,DP,0.238,0.357,0.314,0.671,46,128,105,18,25,3,1,1,11,8,12,36,9,2
0,Macy Lee,Michigan State,C,0.244,0.343,0.311,0.654,42,107,90,3,22,3,0,1,13,0,14,10,0,0
0,Kayleigh Roper,Michigan State,SS,0.202,0.27,0.354,0.624,47,116,99,16,20,4,1,3,15,2,8,30,1,0
0,Laura Mealer,Middle Tennessee,SS,0.35,0.427,0.607,1.034,53,186,163,34,57,8,2,10,28,2,20,25,9,1
0,Anyce Harvey,Middle Tennessee,DP,0.323,0.348,0.466,0.814,42,142,133,14,43,11,1,2,28,2,4,17,6,1
0,Kayla Chavez,Minnesota,3B,0.281,0.35,0.375,0.725,52,146,128,17,36,4,1,2,16,4,10,15,0,0
0,Riley Hull,Mississippi State,1B,0.24,0.313,0.295,0.608,58,168,146,24,35,6,1,0,17,3,14,14,2,0
0,Shea Moreno,Mississippi State,2B,0.239,0.303,0.346,0.649,58,182,159,20,38,8,0,3,17,0,15,33,2,0
0,Kara Daly,Missouri,3B,0.27,0.37,0.547,0.917,58,175,148,24,40,2,0,13,26,3,21,47,1,0
0,Eve Serrato,Monmouth,2B,0.141,0.236,0.152,0.388,41,110,92,9,13,1,0,0,4,0,12,34,2,1
0,Asia Thomas,Morgan State,CF,0.287,0.454,0.443,0.897,44,163,122,42,35,6,2,3,17,7,32,14,19,2
0,Tayven Rousseau,Morgan State,3B,0.293,0.453,0.504,0.957,45,159,123,24,36,11,0,5,29,6,30,13,3,0
0,Madison Nunez,Morgan State,C,0.252,0.328,0.383,0.711,38,125,107,15,27,7,2,1,21,2,11,14,0,1
0,Michele Tarpey,NC State,1B,0.248,0.338,0.408,0.746,51,145,125,20,31,8,0,4,24,7,11,40,0,0
0,Alaina Smith,NC State,LF,0.213,0.293,0.407,0.7,48,126,108,19,23,6,0,5,12,0,13,35,4,1
0,Aaliyah Jenkins,Nevada,RF,0.303,0.396,0.662,1.059,51,169,145,31,44,11,1,13,47,3,20,39,18,5
0,Alycia Coats,Nevada,1B,0.269,0.328,0.426,0.754,43,121,108,7,29,2,0,5,14,1,9,38,0,0
0,Hailey Jones,North Alabama,2B,0.306,0.343,0.449,0.792,60,215,196,42,60,14,1,4,30,4,9,12,6,1
0,Alex Brown,North Carolina,SS,0.157,0.221,0.235,0.457,43,115,102,9,16,3,1,1,16,4,5,20,2,3
0,Jailyn Tineo,North Carolina A&T,C,0.266,0.343,0.436,0.779,38,105,94,8,25,8,1,2,21,1,10,23,1,0
0,Dezianna Patmon,North Carolina A&T,3B,0.316,0.428,0.535,0.963,47,139,114,24,36,4,0,7,24,2,21,24,6,3
0,Icess Tresvik,North Carolina A&T,CF,0.32,0.351,0.584,0.935,44,134,125,22,40,3,0,10,31,0,7,48,8,2
0,Cierra Simon,North Texas,SS,0.267,0.298,0.398,0.696,53,175,161,35,43,4,1,5,19,1,7,32,17,3
0,Avery Carnahan,Northern Illinois,SS,0.268,0.363,0.371,0.734,36,114,97,16,26,4,3,0,18,1,14,19,6,1
0,Kylee Sanders,Northern Iowa,SS,0.302,0.382,0.46,0.842,43,144,126,40,38,9,1,3,23,3,14,19,6,0
0,Mya Dodge,Northern Iowa,DP,0.373,0.441,0.706,1.147,46,179,153,43,57,8,2,13,34,1,21,27,21,5
0,Olivia Pastin,Northern Kentucky,LF,0.224,0.297,0.352,0.649,48,148,125,13,28,7,0,3,12,2,11,26,2,2
0,Grace Nieto,Northwestern,2B,0.324,0.4,0.43,0.83,58,161,142,33,46,9,0,2,18,2,16,21,6,1
0,Kaitlyn Farley,Ohio State,2B,0.265,0.282,0.337,0.62,41,86,83,10,22,2,2,0,5,0,2,16,0,0
0,Melina Wilkison,Ohio State,RF,0.336,0.392,0.5,0.892,47,168,152,34,51,11,1,4,13,1,13,16,7,1
0,Kami Kortokrax,Ohio State,SS,0.283,0.327,0.324,0.651,53,160,145,11,41,4,1,0,19,0,11,21,3,1
0,Brianna Evans,Oklahoma State,2B,0.29,0.371,0.351,0.722,48,154,131,33,38,2,0,2,12,1,17,19,14,2
0,KK Esparza,Ole Miss,C,0.204,0.27,0.319,0.588,55,131,113,14,23,4,0,3,15,3,8,20,0,0
0,Bre Roper,Ole Miss,RF,0.364,0.465,0.523,0.988,60,223,176,39,64,14,1,4,37,0,37,26,10,1
0,KK Humphreys,Oregon,1B,0.308,0.353,0.514,0.866,49,157,146,29,45,12,0,6,26,2,8,27,8,0
0,Paige Sinicki,Oregon,SS,0.265,0.324,0.441,0.766,49,149,136,30,36,3,3,5,28,6,6,10,12,3
0,Des Rivera,Oregon State,C,0.18,0.248,0.23,0.478,47,134,122,7,22,3,0,1,13,4,7,20,0,0
0,Kaylah Nelsen,Oregon State,RF,0.295,0.345,0.417,0.761,50,145,132,8,39,8,1,2,23,5,6,14,0,0
0,Eliana Gottlieb,Oregon State,CF,0.245,0.322,0.383,0.705,61,214,188,39,46,9,1,5,22,3,19,39,10,1
0,Kiki Escobar,Oregon State,2B,0.33,0.342,0.388,0.73,61,228,224,40,74,10,0,1,17,0,4,42,10,3
0,Emily Budelli,Pacific,RF,0.275,0.337,0.275,0.612,49,176,160,20,44,0,0,0,3,0,15,30,11,4
0,Kyla Eck,Pacific,3B,0.254,0.305,0.254,0.559,48,131,122,13,31,0,0,0,3,2,7,22,5,2
0,Nina Davis,Pacific,DP,0.2,0.269,0.253,0.522,41,105,95,3,19,2,0,1,10,0,9,17,1,0
0,Delaney Scully,Pacific,1B,0.254,0.325,0.391,0.716,49,157,138,14,35,10,0,3,17,1,14,18,2,2
0,Cassie Lindmark,Penn State,C,0.4,0.508,0.631,1.139,54,197,160,22,64,16,0,7,34,19,17,14,1,0
0,Kylie Griggs,Pittsburgh,2B,0.243,0.312,0.329,0.64,35,81,70,12,17,3,0,1,5,1,6,14,2,1
0,Haylie Brunson,Pittsburgh,DH,0.233,0.299,0.336,0.635,40,129,116,15,27,7,1,1,15,0,11,27,2,1
0,Amanda Ramirez,Pittsburgh,C,0.187,0.274,0.28,0.554,33,89,75,2,14,1,0,2,10,2,7,16,0,0
0,Kiki McCrea,Portland State,RF,0.224,0.396,0.306,0.702,36,113,85,12,19,4,0,1,18,0,25,27,4,3
0,Morgan Hess,Presbyterian,DP,0.379,0.453,0.848,1.301,50,160,132,36,50,14,0,16,50,0,22,21,1,2
0,Kelby Goodrum,Presbyterian,3B,0.235,0.268,0.304,0.573,45,124,115,11,27,2,0,2,14,2,4,35,2,0
0,Sophia Marsalo,Princeton,1B,0.324,0.363,0.428,0.791,46,158,145,23,47,10,1,1,23,2,8,13,7,0
0,Lauren Sablone,Princeton,CF,0.325,0.376,0.533,0.909,45,135,120,29,39,5,1,6,30,0,11,25,15,2
0,Allison Ha,Princeton,2B,0.326,0.363,0.471,0.834,46,151,138,19,45,14,0,2,18,2,6,11,3,1
0,Ali Blanchard,Princeton,P,0.286,0.327,0.374,0.7,35,98,91,5,26,3,1,1,14,0,6,14,0,0
0,Rachael Petrarca,Providence,SS,0.288,0.367,0.515,0.882,44,152,132,20,38,5,2,7,23,5,12,21,2,1
0,Kari Shedrick,Providence,1B,0.267,0.396,0.333,0.729,40,92,75,10,20,2,0,1,8,1,15,18,0,0
0,Olivia McFadden,Purdue,3B,0.227,0.283,0.294,0.578,55,180,163,15,37,6,1,1,18,8,6,32,0,0
0,Taylor Walton,Quinnipiac,DP,0.212,0.284,0.282,0.567,34,96,85,3,18,6,0,0,9,4,5,27,0,0
0,Brooke Hilliard,Quinnipiac,2B,0.293,0.374,0.341,0.716,41,145,123,12,36,4,1,0,13,8,8,10,9,2
0,Cori McMillan,Radford,3B,0.365,0.407,0.743,1.151,48,163,148,38,54,14,0,14,36,2,10,22,11,0
0,Jordan Moss,Radford,CF,0.276,0.31,0.488,0.798,44,130,123,16,34,6,1,6,22,3,3,38,1,0
0,Emily Smith,Radford,CF,0.204,0.288,0.258,0.547,38,109,93,11,19,2,0,1,4,2,9,21,4,0
0,Cassi Barbato,Radford,C,0.254,0.331,0.351,0.682,45,134,114,15,29,2,0,3,19,5,9,24,1,0
0,Rachel Smith,Radford,SS,0.246,0.329,0.442,0.771,47,156,138,27,34,6,0,7,16,1,16,41,7,0
0,Emily Power,Rhode Island,3B,0.183,0.245,0.215,0.46,39,103,93,9,17,3,0,0,5,1,7,26,1,0
0,Anna Resnik,Robert Morris,2B,0.237,0.376,0.273,0.65,51,176,139,29,33,3,1,0,11,13,18,24,1,0
0,Alaina Koutsogiani,Robert Morris,3B,0.27,0.358,0.371,0.729,52,208,178,35,48,5,2,3,22,10,15,54,34,4
0,Maddie Lawson,Rutgers,2B,0.261,0.308,0.363,0.671,51,175,157,18,41,10,0,2,25,5,7,15,1,2
0,Nikki Barboza,Sacramento State,SS,0.313,0.38,0.403,0.783,54,169,144,19,45,4,0,3,22,5,12,24,6,1
0,Olivia Ulam,Saint Francis,1B,0.288,0.35,0.436,0.785,54,183,163,25,47,7,1,5,30,1,16,29,2,0
0,Kayla Tauber,Saint Joseph's,2B,0.225,0.349,0.275,0.624,46,171,142,30,32,3,2,0,9,1,26,32,7,2
0,Kaelin Cash,Saint Joseph's,1B,0.28,0.365,0.424,0.789,43,138,118,12,33,8,0,3,26,1,16,17,0,0
0,Sarah Cancila,Saint Joseph's,RF,0.309,0.424,0.391,0.815,40,132,110,20,34,7,1,0,14,4,18,18,5,0
0,Kendall Johnson,Saint Louis,SS,0.192,0.239,0.232,0.471,50,145,125,10,24,3,1,0,13,0,8,15,1,0
0,Natalie Sullivan,Saint Louis,LF,0.216,0.352,0.336,0.688,51,143,116,22,25,7,2,1,10,2,23,37,5,0
0,Aubrey Ketcham,Saint Peter's,3B,0.256,0.36,0.291,0.651,50,140,117,20,30,2,1,0,14,8,11,23,13,3
0,Dakota Pitts,Saint Peter's,1B,0.301,0.339,0.431,0.771,55,169,153,22,46,12,1,2,28,5,6,17,2,2
0,Brailey Wasik,Sam Houston State,DP,0.272,0.361,0.631,0.992,44,120,103,13,28,4,0,11,28,0,15,28,0,1
0,Brodie Quinlan,Sam Houston State,RF,0.25,0.327,0.34,0.668,50,167,144,15,36,7,0,2,18,0,18,36,6,1
0,Sarah Squillace,Samford,2B,0.302,0.385,0.335,0.721,53,207,179,37,54,6,0,0,11,4,21,19,6,2
0,Gwynnie Hornibrook,Samford,DH,0.246,0.29,0.38,0.671,51,162,142,10,35,1,0,6,16,0,10,9,0,0
0,Mary Katherine Tedder,Samford,SS,0.368,0.481,0.652,1.133,53,190,155,33,57,19,2,7,41,1,33,20,2,0
0,Joecellia Roberts,San Diego,1B,0.261,0.328,0.376,0.704,54,183,165,22,43,11,1,2,19,2,15,28,3,0
0,Arisa Tovar,San Diego,C,0.242,0.312,0.282,0.594,46,139,124,6,30,2,0,1,11,2,11,19,0,0
0,Trenity Edwards,San Jose State,C,0.328,0.407,0.412,0.819,40,138,119,14,39,7,0,1,17,2,14,10,3,1
0,Morgan Salmon,Santa Clara,2B,0.253,0.287,0.384,0.67,50,157,146,17,37,9,2,2,24,1,7,35,3,0
0,Kalyn Hill,Seattle,C,0.278,0.352,0.426,0.778,55,182,162,18,45,9,0,5,33,0,19,41,1,0
0,Tai Wilson,Seattle,RF,0.284,0.363,0.355,0.718,56,197,169,34,48,4,4,0,7,5,16,39,5,1
0,Madison Kahwaty,Seattle,SS,0.305,0.413,0.539,0.952,53,184,154,40,47,10,1,8,33,16,13,20,4,1
0,Lauren Caye,Seton Hall,LF,0.265,0.364,0.522,0.886,37,133,113,24,30,9,1,6,17,1,17,26,10,0
0,Jenna Blevins,Seton Hall,3B,0.222,0.291,0.286,0.576,43,142,126,7,28,2,0,2,27,1,12,26,0,0
0,Taylor Hill,Seton Hall,SS,0.373,0.404,0.612,1.016,42,146,134,26,50,15,1,5,36,3,6,30,2,1
0,Jocelyn Ulrich,Siena,C,0.338,0.432,0.535,0.967,55,187,157,37,53,14,1,5,30,1,26,13,0,0
0,Kyleigh Potter,Siena,DP,0.212,0.323,0.413,0.736,43,125,104,18,22,6,0,5,29,1,17,25,0,0
0,Gabby Stagner,South Alabama,1B,0.214,0.271,0.429,0.7,37,107,98,11,21,3,0,6,25,1,7,26,1,0
0,Emma Sellers,South Carolina,SS,0.265,0.34,0.333,0.673,55,154,132,25,35,4,1,1,13,2,13,29,6,1
0,Makenzie McDaniel,South Carolina State,RF,0.25,0.314,0.313,0.627,34,107,96,19,24,2,2,0,6,1,8,32,8,3
0,Marissa Marshall,South Carolina State,1B,0.172,0.23,0.183,0.413,36,103,93,6,16,1,0,0,3,0,7,13,1,0
0,Cassidy Church,South Carolina State,C,0.165,0.283,0.176,0.459,36,105,85,8,14,1,0,0,6,5,9,8,2,0
0,Brooke Dumont,South Dakota State,C,0.289,0.412,0.578,0.99,42,102,83,21,24,9,0,5,19,3,15,18,1,0
0,Tatum Gerwitz,Southeast Missouri,LF,0.241,0.29,0.253,0.543,44,93,87,12,21,1,0,0,3,0,6,22,1,0
0,Tori Bradley,Southeast Missouri,DP,0.275,0.371,0.363,0.734,47,106,91,10,25,6,1,0,10,1,13,18,2,0
0,Sydney Dennis,Southeast Missouri,2B,0.221,0.25,0.239,0.489,48,121,113,12,25,2,0,0,13,0,5,14,3,2
0,Aubrie Shore,Southeast Missouri,1B,0.288,0.366,0.59,0.956,53,161,139,23,40,13,1,9,35,0,19,16,1,2
0,Maddie Watson,Southeastern Louisiana,SS,0.331,0.371,0.558,0.93,56,181,163,29,54,10,3,7,52,1,10,16,4,2
0,Bailey Krolczyk,Southeastern Louisiana,C,0.333,0.382,0.464,0.846,55,168,153,34,51,9,1,3,23,4,8,19,10,0
0,Alissa Castaneda,Southern,SS,0.225,0.313,0.31,0.623,48,147,129,17,29,5,0,2,15,6,11,17,3,2
0,Alana Mark,Southern,1B,0.309,0.397,0.529,0.927,49,156,136,22,42,7,1,7,24,1,19,21,2,0
0,Scout Jennings,Southern Miss,LF,0.259,0.283,0.388,0.671,44,147,139,16,36,5,2,3,22,1,4,30,5,1
0,Jana Lee,Southern Miss,DP,0.329,0.422,0.529,0.951,51,180,155,20,51,12,2,5,27,1,24,21,0,0
0,Tata Davis,Southern Miss,2B,0.37,0.389,0.575,0.964,52,190,181,37,67,11,1,8,41,3,4,14,2,0
0,Natalie Taylor,Southern Miss,3B,0.214,0.296,0.27,0.566,49,144,126,14,27,2,1,1,11,1,14,22,2,0
0,Sophia Masut,Southern Utah,RF,0.2,0.247,0.25,0.497,37,85,80,3,16,4,0,0,5,1,4,29,3,1
0,Jayne Sepulveda,Southern Utah,2B,0.246,0.28,0.373,0.653,42,132,126,17,31,5,1,3,8,0,6,39,1,1
0,Kaitlyn Raymond,St. Thomas (MN),LF,0.324,0.406,0.352,0.758,48,169,145,22,47,4,0,0,10,0,20,44,9,1
0,Brooke Ellestad,St. Thomas (MN),SS,0.425,0.455,0.604,1.06,42,145,134,28,57,2,2,6,27,0,9,13,7,2
0,Cassidy Carby,St. Thomas (MN),RF,0.172,0.267,0.397,0.663,40,135,116,18,20,2,0,8,24,1,15,40,2,0
0,Mikaelah Burkland,Stephen F. Austin,CF,0.207,0.296,0.27,0.566,51,132,111,13,23,7,0,0,4,1,13,20,2,0
0,Hope Lusk,Stephen F. Austin,2B,0.227,0.307,0.273,0.579,50,160,132,15,30,6,0,0,15,1,15,25,1,1
0,Sydney Carithers,Stephen F. Austin,3B,0.245,0.286,0.338,0.623,54,163,151,11,37,6,1,2,16,1,8,32,0,0
0,Haley Fox,Stetson,RF,0.291,0.328,0.316,0.644,47,129,117,10,34,3,0,0,6,2,5,25,13,2
0,Kami Eppley,Stetson,CF,0.222,0.274,0.242,0.516,46,112,99,16,22,2,0,0,3,2,5,21,9,1
0,Evette Morgan,Stetson,2B,0.25,0.325,0.389,0.714,47,123,108,10,27,3,0,4,17,10,3,28,0,0
0,Dylan Anthony,Stetson,C,0.141,0.232,0.235,0.467,45,95,85,2,12,2,0,2,5,2,8,24,1,0
0,Tessa Galipeau,Syracuse,1B,0.236,0.41,0.354,0.764,47,166,127,23,30,6,0,3,23,3,35,34,2,0
0,Kelly Breen,Syracuse,2B,0.285,0.319,0.49,0.809,47,160,151,16,43,10,0,7,29,5,3,30,1,0
0,Tristyn Trull,Tarleton State,2B,0.312,0.343,0.439,0.783,52,167,157,25,49,11,3,1,26,0,8,17,1,0
0,Savannah Talley,Tennessee Tech,C,0.264,0.36,0.457,0.817,53,162,140,22,37,9,0,6,28,1,20,32,1,0
0,Sydney Dukes,Tennessee Tech,RF,0.25,0.359,0.435,0.794,46,146,124,22,31,8,0,5,26,5,16,25,0,1
0,Abby Buettner,Tennessee Tech,DP,0.256,0.289,0.47,0.759,54,173,164,29,42,5,0,10,35,3,5,18,2,0
0,Bella Dayton,Texas,CF,0.276,0.368,0.442,0.81,65,187,156,38,43,9,1,5,23,0,24,26,14,1
0,Mia Scott,Texas,3B,0.377,0.443,0.554,0.997,64,235,204,62,77,14,5,4,38,0,25,29,26,2
0,Katie Cimusz,Texas,1B,0.244,0.322,0.468,0.79,60,177,156,22,38,8,0,9,32,4,15,36,5,0
0,Koko Wooley,Texas A&M,SS,0.359,0.398,0.473,0.871,58,197,184,45,66,9,6,0,15,2,10,33,26,2
0,Katie Dack,Texas A&M,LF,0.303,0.419,0.697,1.116,55,148,119,25,36,6,1,13,40,0,26,40,2,2
0,Cayden Baker,Texas A&M,CF,0.261,0.276,0.336,0.613,45,127,119,15,31,1,1,2,17,0,3,23,4,2
0,Paolina Baez,Texas A&M-Corpus Christi,2B,0.188,0.336,0.238,0.574,45,129,101,14,19,3,1,0,15,2,21,36,4,0
0,Ciara Trahan,Texas State,LF,0.335,0.389,0.379,0.768,56,202,182,35,61,2,3,0,27,2,14,27,14,2
0,Riley Ehlen,Texas Tech,DP,0.25,0.337,0.369,0.706,37,99,84,14,21,4,0,2,16,2,10,22,2,0
0,Molly Grumbo,Texas Tech,C,0.187,0.237,0.262,0.499,41,118,107,13,20,2,0,2,7,2,5,16,6,1
0,Sidney Griffith,Toledo,SS,0.25,0.299,0.361,0.66,40,118,108,18,27,7,1,1,8,2,6,23,3,1
0,Sydni Byers,Towson,LF,0.256,0.312,0.408,0.72,46,139,125,13,32,7,0,4,25,2,9,28,1,0
0,Taylor McKinney,Troy,LF,0.294,0.374,0.485,0.859,49,155,136,18,40,5,0,7,25,3,15,18,2,2
0,Claira Skaggs,Tulsa,3B,0.187,0.281,0.243,0.524,45,121,107,12,20,3,0,1,8,2,12,20,0,1
0,Celeste Wood,Tulsa,SS,0.275,0.321,0.479,0.799,47,157,142,18,39,11,3,4,34,0,11,22,0,0
0,Kailyn Bearpaw,Tulsa,RF,0.256,0.288,0.323,0.611,45,141,133,7,34,6,0,1,14,0,6,16,0,0
0,Lindsey Smith,UAB,3B,0.286,0.338,0.474,0.812,49,148,133,27,38,11,1,4,21,3,9,17,1,2
0,Bella Wiggins,UAB,RF,0.305,0.361,0.404,0.765,47,160,141,24,43,9,1,1,16,6,8,15,3,6
0,Lauren Brock,UAB,2B,0.229,0.323,0.248,0.57,41,125,109,16,25,2,0,0,12,0,15,13,5,2
0,Reese Mattley,UC Davis,LF,0.306,0.378,0.378,0.756,43,129,111,18,34,6,1,0,12,0,14,32,2,0
0,Delaney Diaz,UC Davis,DP,0.272,0.317,0.39,0.707,44,147,136,9,37,4,0,4,25,1,8,20,1,0
0,Ashleigh Griffin,UCF,C,0.281,0.387,0.432,0.819,56,175,146,14,41,10,0,4,36,1,25,24,0,0
0,Micaela Macario,UCF,SS,0.286,0.375,0.347,0.722,61,171,147,31,42,5,2,0,27,0,21,20,19,1
0,Savannah Pola,UCLA,RF,0.342,0.43,0.544,0.974,58,189,158,31,54,15,1,5,43,1,25,24,1,0
0,Maddie Hayden,UL Lafayette,CF,0.366,0.405,0.466,0.87,51,174,161,38,59,9,2,1,29,1,10,10,28,6
0,Jourdyn Campbell,UL Lafayette,3B,0.392,0.449,0.703,1.152,52,167,148,31,58,11,1,11,35,6,11,20,8,4
0,Laney Credeur,UL Lafayette,DP,0.348,0.464,0.598,1.062,49,112,92,13,32,5,0,6,24,0,20,17,0,0
0,Stormy Kotzelnick,UL Lafayette,1B,0.354,0.419,0.641,1.06,59,223,195,47,69,14,6,10,53,5,19,27,22,3
0,Alexa Langeliers,UL Lafayette,SS,0.37,0.477,0.782,1.258,46,152,119,38,44,6,2,13,42,3,25,17,5,0
0,Alexis Chavez,UL Monroe,2B,0.335,0.406,0.394,0.799,51,176,155,27,52,9,0,0,16,3,16,30,11,3
0,Gabby Davila,UL Monroe,DP,0.264,0.344,0.345,0.689,43,126,110,16,29,1,1,2,18,2,12,13,2,0
0,Lourdes Bacon,UL Monroe,CF,0.337,0.404,0.38,0.785,54,189,163,32,55,5,1,0,11,0,19,38,18,5
0,Jules Shields,UMass,LF,0.243,0.319,0.301,0.62,39,122,103,6,25,4,1,0,15,0,13,26,0,0
0,Morgan Fisher,UMass Lowell,C,0.262,0.303,0.393,0.696,40,132,122,17,32,7,0,3,24,2,6,13,2,0
0,Elizabeth Frederick,UMass Lowell,RF,0.252,0.354,0.407,0.761,46,145,123,24,31,10,0,3,16,2,18,31,11,2
0,Jessie Shipley,UNC Greensboro,2B,0.231,0.325,0.433,0.758,51,162,134,25,31,6,0,7,23,1,19,27,1,0
0,Grace Loftin,UNC Greensboro,LF,0.296,0.372,0.605,0.977,52,172,152,24,45,14,0,11,46,4,15,31,1,0
0,Sofia Morales,UNLV,CF,0.378,0.414,0.423,0.837,51,175,156,40,59,3,2,0,18,0,11,11,6,3
0,Ariana Martinez,UNLV,DP,0.36,0.436,0.588,1.024,49,133,114,15,41,3,1,7,47,4,13,26,0,0
